Entry	Reviewed	Gene Names	Proteomes	Gene Ontology (cellular component)
P09919	reviewed	CSF3 C17orf33 GCSF	UP000005640: Chromosome 17	endocytic vesicle lumen [GO:0071682]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal lumen [GO:0043202]
P09923	reviewed	ALPI	UP000005640: Chromosome 2	extracellular region [GO:0005576]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]
P09936	reviewed	UCHL1	UP000005640: Chromosome 4	axon cytoplasm [GO:1904115]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; neuron projection terminus [GO:0044306]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]
P09958	reviewed	FURIN FUR PACE PCSK3	UP000005640: Chromosome 15	cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; Golgi lumen [GO:0005796]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]; trans-Golgi network transport vesicle [GO:0030140]
P09960	reviewed	LTA4H LTA4	UP000005640: Chromosome 12	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; tertiary granule lumen [GO:1904724]
P09972	reviewed	ALDOC ALDC	UP000005640: Chromosome 17	cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; secretory granule lumen [GO:0034774]; tertiary granule lumen [GO:1904724]
P0C024	reviewed	NUDT7	UP000005640: Chromosome 16	cytosol [GO:0005829]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]
P0C0L4	reviewed	C4A CO4 CPAMD2	UP000005640: Chromosome 6	axon [GO:0030424]; blood microparticle [GO:0072562]; dendrite [GO:0030425]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; synapse [GO:0045202]
P0C0L5	reviewed	C4B CO4 CPAMD3; C4B_2	UP000005640: Chromosome 6	axon [GO:0030424]; blood microparticle [GO:0072562]; dendrite [GO:0030425]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; symbiont cell surface [GO:0106139]; synapse [GO:0045202]
P0C0S5	reviewed	H2AZ1 H2AFZ H2AZ	UP000005640: Chromosome 4	euchromatin [GO:0000791]; extracellular exosome [GO:0070062]; heterochromatin [GO:0000792]; nucleosome [GO:0000786]; nucleus [GO:0005634]
P0C0S8	reviewed	H2AC11 H2AFP HIST1H2AG; H2AC13 H2AFC HIST1H2AI; H2AC15 H2AFD HIST1H2AK; H2AC16 H2AFI HIST1H2AL; H2AC17 H2AFN HIST1H2AM	UP000005640: Chromosome 6	extracellular exosome [GO:0070062]; nucleosome [GO:0000786]; nucleus [GO:0005634]
P0C1S8	reviewed	WEE2 WEE1B	UP000005640: Chromosome 7	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P0C1Z6	reviewed	TFPT INO80F	UP000005640: Chromosome 19	actin filament [GO:0005884]; cytoplasm [GO:0005737]; Ino80 complex [GO:0031011]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P0C264	reviewed	SBK3 SGK110	UP000005640: Chromosome 19	
P0C2W1	reviewed	FBXO45 FBX45	UP000005640: Chromosome 3	cell projection [GO:0042995]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; glutamatergic synapse [GO:0098978]; nucleus [GO:0005634]; postsynaptic cytosol [GO:0099524]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; presynaptic cytosol [GO:0099523]; presynaptic membrane [GO:0042734]; SCF ubiquitin ligase complex [GO:0019005]; synapse [GO:0045202]
P0C5Y9	reviewed	H2AB1 H2AFB1	UP000005640: Chromosome X	euchromatin [GO:0000791]; nucleosome [GO:0000786]; nucleus [GO:0005634]
P0C5Z0	reviewed	H2AB2 H2AFB2; H2AB3 H2ABBD H2AFB H2AFB3	UP000005640: Chromosome X	euchromatin [GO:0000791]; nucleosome [GO:0000786]; nucleus [GO:0005634]
P0C7P0	reviewed	CISD3	UP000005640: Chromosome 17	mitochondrion [GO:0005739]
P0C7P3	reviewed	SLFN14	UP000005640: Chromosome 17	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P0C7T5	reviewed	ATXN1L BOAT BOAT1	UP000005640: Chromosome 16	dendrite [GO:0030425]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P0C7W6	reviewed	CCDC172 C10orf96	UP000005640: Chromosome 10	cytoplasm [GO:0005737]; sperm midpiece [GO:0097225]
P0C7X2	reviewed	ZNF688	UP000005640: Chromosome 16	nucleus [GO:0005634]
P0C869	reviewed	PLA2G4B	UP000005640: Chromosome 15	cytosol [GO:0005829]; early endosome membrane [GO:0031901]; extracellular region [GO:0005576]; mitochondrial inner membrane [GO:0005743]
P0C870	reviewed	JMJD7	UP000005640: Chromosome 15	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
P0CAP1	reviewed	MYZAP MYOZAP	UP000005640: Chromosome 15	anchoring junction [GO:0070161]; cortical actin cytoskeleton [GO:0030864]; cytoplasmic side of plasma membrane [GO:0009898]; I band [GO:0031674]; nuclear envelope [GO:0005635]; RNA polymerase II, holoenzyme [GO:0016591]; Z disc [GO:0030018]
P0CAP2	reviewed	POLR2M GRINL1A	UP000005640: Chromosome 15	I band [GO:0031674]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]; RNA polymerase II, core complex [GO:0005665]; RNA polymerase II, holoenzyme [GO:0016591]; transcription preinitiation complex [GO:0097550]
P0CB47	reviewed	UBTFL1 C11orf27	UP000005640: Chromosome 11	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P0CG04	reviewed	IGLC1	UP000005640: Unplaced	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; IgA immunoglobulin complex [GO:0071745]; IgD immunoglobulin complex [GO:0071738]; IgE immunoglobulin complex [GO:0071742]; IgG immunoglobulin complex [GO:0071735]; IgM immunoglobulin complex [GO:0071753]; plasma membrane [GO:0005886]
P0CG08	reviewed	GPR89B GPHR GPR89 GPR89C SH120 HSPC201	UP000005640: Chromosome 1	Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; monoatomic ion channel complex [GO:0034702]
P0CG20	reviewed	PRR35 C16orf11	UP000005640: Chromosome 16	
P0CG30	reviewed	GSTT2B GSTT2	UP000005640: Chromosome 22	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]
P0CG37	reviewed	CFC1	UP000005640: Chromosome 2	cell surface [GO:0009986]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]
P0CG47	reviewed	UBB	UP000005640: Chromosome 17	cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; endoplasmic reticulum membrane [GO:0005789]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; vesicle [GO:0031982]
P0CG48	reviewed	UBC	UP000005640: Chromosome 12	cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; endoplasmic reticulum membrane [GO:0005789]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; mitochondrial outer membrane [GO:0005741]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; vesicle [GO:0031982]
P0CW18	reviewed	PRSS56	UP000005640: Chromosome 2	endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]
P0DI81	reviewed	TRAPPC2 SEDL	UP000005640: Chromosome X	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; TRAPP complex [GO:0030008]; TRAPPII protein complex [GO:1990071]; TRAPPIII protein complex [GO:1990072]
P0DI82	reviewed	TRAPPC2B SEDLP1 TRAPPC2.19 TRAPPC2P1	UP000005640: Chromosome 19	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; intracellular membrane-bounded organelle [GO:0043231]; nuclear outer membrane [GO:0005640]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; TRAPP complex [GO:0030008]; TRAPPII protein complex [GO:1990071]; TRAPPIII protein complex [GO:1990072]
P0DI83	reviewed	RAB34 NARR	UP000005640: Chromosome 17	nucleolus [GO:0005730]
P0DJD3	reviewed	RBMY1A1 RBM1 RBM2 YRRM1 YRRM2	UP000005640: Chromosome Y	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]
P0DJD4	reviewed	RBMY1C	UP000005640: Unplaced	nucleus [GO:0005634]; protein-containing complex [GO:0032991]; spliceosomal complex [GO:0005681]
P0DJD7	reviewed	PGA4	UP000005640: Chromosome 11	extracellular exosome [GO:0070062]; multivesicular body lumen [GO:0097486]
P0DJD8	reviewed	PGA3	UP000005640: Chromosome 11	extracellular exosome [GO:0070062]; multivesicular body lumen [GO:0097486]
P0DJD9	reviewed	PGA5	UP000005640: Chromosome 11	extracellular exosome [GO:0070062]; multivesicular body lumen [GO:0097486]
P0DJI8	reviewed	SAA1	UP000005640: Chromosome 11	cytoplasmic microtubule [GO:0005881]; endocytic vesicle lumen [GO:0071682]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; high-density lipoprotein particle [GO:0034364]
P0DJI9	reviewed	SAA2	UP000005640: Chromosome 11	extracellular exosome [GO:0070062]; high-density lipoprotein particle [GO:0034364]
P0DJJ0	reviewed	SRGAP2C SRGAP2P1	UP000005640: Chromosome 1	glutamatergic synapse [GO:0098978]
P0DMC3	reviewed	APELA ELA TDL	UP000005640: Chromosome 4	extracellular region [GO:0005576]; extracellular space [GO:0005615]
P0DME0	reviewed	SETSIP SETP18	UP000005640: Chromosome 1	chromatin [GO:0000785]; cytoplasm [GO:0005737]; lipid droplet [GO:0005811]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P0DML2	reviewed	CSH1	UP000005640: Chromosome 17	endoplasmic reticulum [GO:0005783]; endosome lumen [GO:0031904]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; vesicle [GO:0031982]
P0DML3	reviewed	CSH2	UP000005640: Chromosome 17	endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; vesicle [GO:0031982]
P0DMM9	reviewed	SULT1A3 STM	UP000005640: Chromosome 16	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P0DMN0	reviewed	SULT1A4	UP000005640: Chromosome 16	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P0DMS8	reviewed	ADORA3	UP000005640: Chromosome 1	dendrite [GO:0030425]; plasma membrane [GO:0005886]; presynaptic membrane [GO:0042734]; Schaffer collateral - CA1 synapse [GO:0098685]; synapse [GO:0045202]
P0DMS9	reviewed	TMIGD3 UNQ1931/PRO4406	UP000005640: Chromosome 1	membrane [GO:0016020]; plasma membrane [GO:0005886]
P0DMV8	reviewed	HSPA1A HSP72 HSPA1 HSX70	UP000005640: Chromosome 6	aggresome [GO:0016235]; blood microparticle [GO:0072562]; centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; focal adhesion [GO:0005925]; inclusion body [GO:0016234]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; vesicle [GO:0031982]
P0DMV9	reviewed	HSPA1B HSP72	UP000005640: Chromosome 6	aggresome [GO:0016235]; blood microparticle [GO:0072562]; centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; focal adhesion [GO:0005925]; inclusion body [GO:0016234]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; vesicle [GO:0031982]
P0DMW2	reviewed	NLRP2B CLRX.1 NLRP2P NOD24 POP4	UP000005640: Chromosome X	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P0DN84	reviewed	STRIT1 DWORF	UP000005640: Chromosome 3	sarcoplasmic reticulum membrane [GO:0033017]
P0DN86	reviewed	CGB3 CGB; CGB5; CGB8	UP000005640: Chromosome 19	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; pituitary gonadotropin complex [GO:0061696]
P0DOX3	reviewed			blood microparticle [GO:0072562]; extracellular space [GO:0005615]; IgG immunoglobulin complex [GO:0071735]; plasma membrane [GO:0005886]
P0DOY2	reviewed	IGLC2	UP000005640: Chromosome 22	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; IgG immunoglobulin complex [GO:0071735]; plasma membrane [GO:0005886]
P0DOY3	reviewed	IGLC3	UP000005640: Chromosome 22	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; IgA immunoglobulin complex [GO:0071745]; IgD immunoglobulin complex [GO:0071738]; IgE immunoglobulin complex [GO:0071742]; IgG immunoglobulin complex [GO:0071735]; IgM immunoglobulin complex [GO:0071753]; plasma membrane [GO:0005886]
P0DP23	reviewed	CALM1 CALM CAM CAM1	UP000005640: Chromosome 14	calcium channel complex [GO:0034704]; catalytic complex [GO:1902494]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; myelin sheath [GO:0043209]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; sarcomere [GO:0030017]; sperm midpiece [GO:0097225]; spindle microtubule [GO:0005876]; spindle pole [GO:0000922]; vesicle [GO:0031982]; voltage-gated potassium channel complex [GO:0008076]
P0DP24	reviewed	CALM2 CAM2 CAMB	UP000005640: Chromosome 2	calcium channel complex [GO:0034704]; catalytic complex [GO:1902494]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; membrane [GO:0016020]; myelin sheath [GO:0043209]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; sarcomere [GO:0030017]; sperm midpiece [GO:0097225]; spindle microtubule [GO:0005876]; spindle pole [GO:0000922]; vesicle [GO:0031982]; voltage-gated potassium channel complex [GO:0008076]
P0DP25	reviewed	CALM3 CALML2 CAM3 CAMC CAMIII	UP000005640: Chromosome 19	calcium channel complex [GO:0034704]; catalytic complex [GO:1902494]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; myelin sheath [GO:0043209]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; sarcomere [GO:0030017]; sperm midpiece [GO:0097225]; spindle microtubule [GO:0005876]; spindle pole [GO:0000922]; vesicle [GO:0031982]; voltage-gated potassium channel complex [GO:0008076]
P0DP57	reviewed	SLURP2	UP000005640: Chromosome 8	extracellular space [GO:0005615]; plasma membrane [GO:0005886]; synapse [GO:0045202]
P0DP58	reviewed	LYNX1	UP000005640: Chromosome 8	dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]; synapse [GO:0045202]
P0DP91	reviewed	ERCC6	UP000005640: Chromosome 10	nuclear body [GO:0016604]; nucleoplasm [GO:0005654]
P0DPB3	reviewed	SCHIP1	UP000005640: Chromosome 3	cell junction [GO:0030054]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]
P0DPB6	reviewed	POLR1D	UP000005640: Chromosome 13	RNA polymerase I complex [GO:0005736]; RNA polymerase III complex [GO:0005666]
P0DPD6	reviewed	ECE2 KIAA0604 UNQ403/PRO740	UP000005640: Chromosome 3	cytoplasmic vesicle membrane [GO:0030659]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]; transport vesicle membrane [GO:0030658]
P0DPD7	reviewed	EEF1AKMT4	UP000005640: Chromosome 3	
P0DPD8	reviewed	EEF1AKMT4-ECE2	UP000005640: Chromosome 3	Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]; transport vesicle membrane [GO:0030658]
P0DPH7	reviewed	TUBA3C TUBA2	UP000005640: Chromosome 13	cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; nucleus [GO:0005634]
P0DPH8	reviewed	TUBA3D	UP000005640: Chromosome 2	cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]
P0DPK2	reviewed	H3Y1	UP000005640: Chromosome 5	nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]
P0DPK3	reviewed	NOTCH2NLB	UP000005640: Chromosome 1	extracellular region [GO:0005576]
P0DPK4	reviewed	NOTCH2NLC	UP000005640: Chromosome 1	extracellular region [GO:0005576]
P0DPK5	reviewed	H3Y2	UP000005640: Chromosome 5	nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]
P0DSE1	reviewed	TRA		cell surface [GO:0009986]; T cell receptor complex [GO:0042101]
P0DSE2	reviewed	TRB		cell surface [GO:0009986]; T cell receptor complex [GO:0042101]
P0DTE4	reviewed	UGT2A1	UP000005640: Chromosome 4	endoplasmic reticulum membrane [GO:0005789]
P0DTE5	reviewed	UGT2A2	UP000005640: Chromosome 4	endoplasmic reticulum membrane [GO:0005789]
P0DTE7	reviewed	AMY1B AMY1	UP000005640: Chromosome 1	extracellular exosome [GO:0070062]; extracellular space [GO:0005615]
P0DTE8	reviewed	AMY1C AMY1	UP000005640: Chromosome 1	extracellular exosome [GO:0070062]; extracellular space [GO:0005615]
P0DTU3	reviewed	TRA	UP000005640: Unplaced	alpha-beta T cell receptor complex [GO:0042105]
P0DTU4	reviewed	TRB	UP000005640: Unplaced	alpha-beta T cell receptor complex [GO:0042105]; plasma membrane [GO:0005886]
P0DUB6	reviewed	AMY1A AMY1	UP000005640: Chromosome 1	extracellular exosome [GO:0070062]; extracellular space [GO:0005615]
P10070	reviewed	GLI2 THP	UP000005640: Chromosome 2	ciliary base [GO:0097546]; ciliary tip [GO:0097542]; cilium [GO:0005929]; cytosol [GO:0005829]; GLI-SUFU complex [GO:1990788]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P10071	reviewed	GLI3	UP000005640: Chromosome 7	axoneme [GO:0005930]; ciliary base [GO:0097546]; ciliary tip [GO:0097542]; cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; GLI-SUFU complex [GO:1990788]; intracellular membrane-bounded organelle [GO:0043231]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription repressor complex [GO:0017053]
